company,time,area,location,waste_generated,quality_grade,selling_price
Infosys,22/10/2021,4434,Kolkata,111.0,Q3,292268
Infosys,21/10/2022,3268,Chennai,85.0,Q1,224688
Satya Papers,05/08/2022,3447,Delhi,102.0,Q3,293279
Adani Group,17/03/2023,4333,Bangalore,97.0,Q2,279402
Tata Group,21/01/2022,4658,Bangalore,105.0,Q3,302537
Adani Group,25/03/2022,3608,Kolkata,90.0,Q2,238301
Reliance Industries,05/11/2021,3701,Mumbai,108.0,Q3,309620
Reliance Industries,10/03/2023,4612,Delhi,73.0,Q1,211676
Adani Group,03/09/2021,1709,Chennai,51.0,Q2,135383
Reliance Industries,01/09/2023,3459,Mumbai,65.0,Q2,186101
Adani Group,30/09/2022,4308,Kolkata,102.0,Q3,268129
Tata Group,02/04/2021,3934,Bangalore,93.0,Q2,267462
Adani Group,05/02/2021,1795,Chennai,81.0,Q2,213639
Reliance Industries,20/01/2023,3422,Delhi,76.0,Q2,220091
Satya Papers,10/11/2023,3946,Kolkata,103.0,Q3,271692
Reliance Industries,19/11/2021,2799,Bangalore,93.0,Q1,267608
Tata Group,27/08/2021,3870,Chennai,87.0,Q2,229206
Reliance Industries,10/02/2023,3365,Chennai,73.0,Q1,193241
Tata Group,26/02/2021,4539,Chennai,123.0,Q3,325612
Adani Group,18/11/2022,1294,Chennai,106.0,Q3,279009
Adani Group,10/09/2021,3464,Mumbai,101.0,Q3,292316
Adani Group,17/11/2023,1198,Chennai,37.0,Q1,98997
Tata Group,16/09/2022,2265,Bangalore,68.0,Q1,195966
Adani Group,22/01/2021,3067,Kolkata,97.0,Q2,256554
Reliance Industries,16/06/2023,4052,Kolkata,70.0,Q2,185123
Tata Group,15/04/2022,3986,Chennai,93.0,Q2,244326
Reliance Industries,18/11/2022,2909,Bangalore,72.0,Q1,208228
Infosys,11/02/2022,3265,Bangalore,98.0,Q1,283108
Infosys,13/01/2023,4495,Mumbai,44.0,Q1,126883
Reliance Industries,06/10/2023,3339,Delhi,67.0,Q1,192218
Reliance Industries,30/09/2022,1515,Chennai,65.0,Q1,172720
Tata Group,17/02/2023,1348,Chennai,64.0,Q1,168039
Tata Group,24/03/2023,3960,Kolkata,93.0,Q1,246663
Infosys,09/06/2023,4184,Kolkata,82.0,Q2,217704
Infosys,07/05/2021,1524,Bangalore,58.0,Q2,167743
Reliance Industries,17/11/2023,3466,Kolkata,109.0,Q3,286902
Satya Papers,20/01/2023,4161,Delhi,93.0,Q2,266636
Infosys,16/12/2022,1619,Chennai,30.0,Q1,79855
Tata Group,20/08/2021,1565,Mumbai,66.0,Q2,191328
Satya Papers,15/10/2021,1812,Delhi,48.0,Q1,136940
Infosys,19/08/2022,3630,Chennai,83.0,Q2,218760
Reliance Industries,11/03/2022,2218,Delhi,54.0,Q2,156186
Adani Group,01/07/2022,2150,Bangalore,85.0,Q1,243656
Reliance Industries,27/10/2023,4460,Chennai,93.0,Q1,245322
Satya Papers,15/10/2021,4057,Bangalore,111.0,Q3,320824
Satya Papers,22/12/2023,4218,Delhi,109.0,Q3,314900
Tata Group,25/08/2023,2159,Mumbai,78.0,Q1,224890
Infosys,13/01/2023,2427,Mumbai,119.0,Q3,342573
Reliance Industries,04/02/2022,3670,Chennai,80.0,Q1,210718
Infosys,26/11/2021,2326,Bangalore,67.0,Q1,193862
Infosys,06/05/2022,3888,Delhi,90.0,Q2,259125
Satya Papers,17/03/2023,2800,Bangalore,70.0,Q1,201936
Reliance Industries,24/09/2021,4588,Bangalore,95.0,Q1,274106
Infosys,20/01/2023,3869,Kolkata,101.0,Q3,266752
Adani Group,26/11/2021,1139,Delhi,64.0,Q2,185565
Adani Group,20/10/2023,4937,Kolkata,114.0,Q3,300242
Infosys,14/07/2023,3024,Chennai,85.0,Q1,225554
Infosys,21/05/2021,2716,Bangalore,104.0,Q3,300750
Satya Papers,31/03/2023,3553,Kolkata,98.0,Q1,258328
Reliance Industries,12/05/2023,4894,Kolkata,94.0,Q2,249462
Adani Group,07/01/2022,2010,Delhi,55.0,Q1,159005
Reliance Industries,25/11/2022,2963,Mumbai,101.0,Q3,291211
Tata Group,26/08/2022,2582,Delhi,96.0,Q2,277790
Satya Papers,08/04/2022,4939,Kolkata,87.0,Q2,230688
Reliance Industries,10/02/2023,4787,Bangalore,113.0,Q3,325554
Infosys,05/05/2023,4062,Kolkata,85.0,Q1,224054
Satya Papers,06/05/2022,1167,Mumbai,75.0,Q1,215320
Satya Papers,11/02/2022,3373,Chennai,54.0,Q2,142990
Reliance Industries,09/04/2021,3348,Kolkata,78.0,Q1,205780
Reliance Industries,18/11/2022,1843,Kolkata,104.0,Q3,275407
Satya Papers,17/11/2023,2534,Bangalore,105.0,Q3,302681
Adani Group,14/05/2021,3030,Kolkata,69.0,Q2,181066
Adani Group,23/09/2022,4229,Mumbai,88.0,Q1,253178
Infosys,19/02/2021,4162,Chennai,97.0,Q1,254965
Infosys,18/11/2022,2729,Delhi,109.0,Q3,314328
Tata Group,22/04/2022,3508,Mumbai,91.0,Q2,262682
Adani Group,04/08/2023,2158,Chennai,83.0,Q1,218164
Reliance Industries,29/07/2022,3808,Chennai,94.0,Q1,246906
Reliance Industries,03/02/2023,1489,Bangalore,47.0,Q1,136503
Infosys,17/09/2021,2530,Bangalore,151.0,Q3,434551
Tata Group,28/04/2023,1275,Mumbai,86.0,Q1,248041
Satya Papers,06/05/2022,2694,Delhi,60.0,Q1,174130
Infosys,20/08/2021,4652,Kolkata,100.0,Q1,263728
Reliance Industries,09/06/2023,1718,Delhi,105.0,Q3,301260
Adani Group,18/08/2023,4222,Kolkata,46.0,Q1,122699
Adani Group,06/08/2021,4552,Kolkata,130.0,Q3,343596
Reliance Industries,17/09/2021,4186,Mumbai,89.0,Q2,255875
Tata Group,31/12/2021,2180,Mumbai,91.0,Q2,261898
Satya Papers,13/10/2023,3724,Chennai,90.0,Q1,237088
Reliance Industries,16/06/2023,4082,Mumbai,104.0,Q3,298349
Infosys,23/12/2022,4883,Delhi,94.0,Q1,269971
Satya Papers,18/06/2021,2382,Chennai,77.0,Q1,202786
Satya Papers,13/08/2021,4083,Delhi,53.0,Q2,153544
Tata Group,10/12/2021,2161,Bangalore,79.0,Q1,227270
Infosys,14/05/2021,1798,Chennai,57.0,Q1,151375
Adani Group,05/11/2021,3621,Bangalore,94.0,Q1,271938
Adani Group,03/12/2021,4522,Bangalore,91.0,Q2,262926
Tata Group,03/11/2023,3104,Mumbai,47.0,Q1,135376
Tata Group,01/01/2021,1408,Delhi,52.0,Q1,148849
Satya Papers,25/06/2021,1664,Delhi,82.0,Q2,237376
Satya Papers,13/05/2022,3488,Delhi,120.0,Q3,346541
Tata Group,24/12/2021,1943,Chennai,68.0,Q1,179928
Tata Group,10/09/2021,4741,Delhi,93.0,Q1,267257
Adani Group,27/05/2022,3071,Delhi,61.0,Q1,175534
Infosys,08/04/2022,3753,Kolkata,64.0,Q2,168987
Adani Group,31/03/2023,2931,Mumbai,41.0,Q1,117915
Infosys,24/12/2021,3392,Delhi,73.0,Q1,211623
Adani Group,22/12/2023,3850,Delhi,100.0,Q3,288987
Adani Group,24/11/2023,1711,Mumbai,62.0,Q1,177889
Satya Papers,29/09/2023,4705,Kolkata,99.0,Q1,260713
Infosys,01/09/2023,3370,Mumbai,41.0,Q1,119155
Infosys,25/08/2023,4859,Kolkata,98.0,Q1,260028
Adani Group,22/12/2023,2407,Delhi,55.0,Q2,158966
Tata Group,19/08/2022,2446,Kolkata,89.0,Q1,234678
Tata Group,02/06/2023,2605,Chennai,95.0,Q1,251941
Adani Group,22/07/2022,3325,Delhi,108.0,Q3,310967
Adani Group,06/05/2022,2705,Kolkata,88.0,Q2,231023
Tata Group,28/04/2023,2988,Chennai,47.0,Q1,124050
Satya Papers,19/03/2021,3602,Chennai,80.0,Q1,209908
Infosys,06/08/2021,4398,Bangalore,98.0,Q2,280833
Adani Group,21/04/2023,3555,Kolkata,102.0,Q3,269317
Satya Papers,24/03/2023,1471,Bangalore,61.0,Q2,175547
Infosys,04/08/2023,1692,Chennai,50.0,Q2,132211
Adani Group,09/06/2023,3562,Bangalore,95.0,Q1,272889
Reliance Industries,20/08/2021,4633,Bangalore,84.0,Q2,241366
Tata Group,06/10/2023,3196,Bangalore,69.0,Q1,197454
Satya Papers,07/01/2022,4068,Delhi,83.0,Q1,239100
Reliance Industries,24/02/2023,2564,Bangalore,108.0,Q3,311620
Tata Group,08/01/2021,3462,Chennai,96.0,Q2,253345
Infosys,29/09/2023,4398,Delhi,97.0,Q1,279099
Infosys,12/03/2021,4717,Bangalore,84.0,Q1,242266
Reliance Industries,18/02/2022,1935,Delhi,100.0,Q2,287752
Adani Group,09/09/2022,3180,Mumbai,98.0,Q1,282635
Tata Group,22/12/2023,3141,Bangalore,120.0,Q3,345037
Reliance Industries,01/12/2023,4732,Kolkata,101.0,Q3,267395
Satya Papers,12/08/2022,2007,Bangalore,87.0,Q1,250825
Reliance Industries,21/07/2023,1202,Bangalore,42.0,Q1,122318
Adani Group,26/08/2022,3500,Delhi,73.0,Q2,210674
Infosys,01/09/2023,1091,Chennai,18.0,Q1,48595
Reliance Industries,26/08/2022,3708,Mumbai,77.0,Q2,221513
Adani Group,13/01/2023,3636,Delhi,93.0,Q1,267423
Adani Group,10/06/2022,1572,Chennai,76.0,Q1,199498
Tata Group,11/11/2022,3212,Mumbai,60.0,Q2,173106
Infosys,18/02/2022,1325,Mumbai,57.0,Q2,165452
Infosys,21/07/2023,1093,Bangalore,55.0,Q1,159731
Infosys,07/05/2021,1178,Mumbai,71.0,Q2,205136
Adani Group,25/02/2022,1368,Mumbai,69.0,Q2,198553
Tata Group,17/11/2023,3857,Bangalore,98.0,Q2,280873
Reliance Industries,24/03/2023,3837,Kolkata,95.0,Q1,251434
Infosys,19/03/2021,1756,Bangalore,85.0,Q1,245854
Infosys,22/01/2021,1258,Bangalore,98.0,Q1,281090
Reliance Industries,23/09/2022,1814,Mumbai,99.0,Q1,286125
Infosys,24/02/2023,1489,Bangalore,53.0,Q1,153371
Satya Papers,01/12/2023,4274,Chennai,100.0,Q3,264888
Adani Group,06/08/2021,3471,Kolkata,75.0,Q1,197268
Satya Papers,26/03/2021,1520,Chennai,91.0,Q1,239662
Tata Group,23/04/2021,1406,Chennai,47.0,Q1,123945
Infosys,07/04/2023,4813,Bangalore,77.0,Q1,221684
Tata Group,09/04/2021,1425,Kolkata,75.0,Q2,199151
Tata Group,02/04/2021,2356,Kolkata,114.0,Q3,301889
Infosys,05/11/2021,2850,Bangalore,77.0,Q2,220736
Satya Papers,18/02/2022,4082,Kolkata,113.0,Q3,297319
Satya Papers,08/12/2023,3065,Chennai,76.0,Q2,201129
Adani Group,12/03/2021,3591,Chennai,122.0,Q3,322274
Adani Group,15/07/2022,4333,Chennai,95.0,Q2,249714
Tata Group,24/06/2022,1527,Bangalore,69.0,Q1,199297
Tata Group,16/07/2021,3186,Chennai,119.0,Q3,315070
Tata Group,02/06/2023,1021,Mumbai,48.0,Q1,137507
Reliance Industries,14/05/2021,1680,Bangalore,90.0,Q2,260288
Reliance Industries,27/10/2023,4973,Delhi,88.0,Q2,254450
Infosys,14/07/2023,4149,Bangalore,68.0,Q1,195634
Tata Group,11/02/2022,1351,Bangalore,87.0,Q2,251935
Tata Group,07/07/2023,4537,Mumbai,94.0,Q1,269876
Infosys,20/01/2023,2990,Bangalore,59.0,Q2,170524
Tata Group,25/02/2022,3538,Mumbai,90.0,Q1,260618
Satya Papers,22/07/2022,1407,Kolkata,70.0,Q1,186034
Satya Papers,03/03/2023,4160,Delhi,92.0,Q2,265736
Adani Group,13/10/2023,4349,Mumbai,96.0,Q1,275761
Tata Group,07/05/2021,1458,Bangalore,60.0,Q1,173244
Satya Papers,29/09/2023,4053,Mumbai,83.0,Q1,238842
Reliance Industries,07/05/2021,1769,Delhi,46.0,Q1,132018
Adani Group,02/04/2021,1212,Mumbai,39.0,Q1,113253
Reliance Industries,19/08/2022,2609,Chennai,85.0,Q2,223803
Reliance Industries,09/12/2022,2448,Bangalore,81.0,Q1,232823
Adani Group,08/04/2022,3217,Chennai,77.0,Q1,203539
Tata Group,02/09/2022,2834,Chennai,71.0,Q1,188405
Reliance Industries,30/09/2022,2321,Kolkata,101.0,Q3,265454
Reliance Industries,31/12/2021,4158,Chennai,60.0,Q1,157959
Tata Group,30/07/2021,4378,Bangalore,106.0,Q3,303844
Reliance Industries,15/10/2021,3098,Bangalore,117.0,Q3,336261
Infosys,12/08/2022,4908,Bangalore,91.0,Q1,262776
Tata Group,03/03/2023,1287,Delhi,57.0,Q1,164257
Infosys,08/09/2023,3522,Bangalore,89.0,Q1,256081
Satya Papers,05/02/2021,3655,Chennai,95.0,Q1,250465
Adani Group,24/12/2021,4570,Mumbai,109.0,Q3,314391
Tata Group,26/05/2023,3962,Kolkata,59.0,Q2,156804
Satya Papers,14/05/2021,2334,Delhi,76.0,Q2,218989
Adani Group,10/12/2021,2869,Chennai,72.0,Q2,189329
Tata Group,22/01/2021,1658,Chennai,66.0,Q1,175300
Infosys,30/09/2022,3321,Bangalore,89.0,Q1,257043
Reliance Industries,08/10/2021,4777,Kolkata,106.0,Q3,279458
Satya Papers,25/08/2023,2124,Mumbai,74.0,Q2,213872
Tata Group,07/04/2023,3745,Delhi,125.0,Q3,359773
Adani Group,07/01/2022,1587,Mumbai,49.0,Q1,141204
Tata Group,06/05/2022,2268,Kolkata,38.0,Q1,99365
Satya Papers,13/08/2021,1768,Mumbai,55.0,Q2,158598
Satya Papers,29/07/2022,3113,Kolkata,75.0,Q2,198415
Adani Group,24/02/2023,2773,Chennai,71.0,Q2,186177
Adani Group,03/03/2023,2408,Mumbai,53.0,Q1,152495
Tata Group,01/12/2023,4810,Bangalore,100.0,Q3,289191
Tata Group,05/11/2021,4230,Kolkata,58.0,Q2,154159
Satya Papers,14/05/2021,1602,Delhi,50.0,Q2,144381
Adani Group,22/12/2023,4440,Chennai,94.0,Q1,249395
Adani Group,06/10/2023,4674,Bangalore,124.0,Q3,357994
Adani Group,23/12/2022,1038,Kolkata,88.0,Q1,231876
Infosys,10/09/2021,3658,Mumbai,72.0,Q2,207029
Adani Group,28/05/2021,4053,Chennai,121.0,Q3,320585
Satya Papers,26/08/2022,1695,Delhi,62.0,Q1,178126
Adani Group,17/11/2023,2089,Mumbai,58.0,Q1,165845
Adani Group,10/11/2023,1591,Kolkata,54.0,Q1,142638
Satya Papers,10/12/2021,2346,Mumbai,91.0,Q2,261758
Infosys,27/01/2023,1816,Chennai,101.0,Q3,266529
Reliance Industries,29/10/2021,4171,Bangalore,80.0,Q2,229867
Infosys,29/04/2022,4864,Chennai,65.0,Q2,171219
Adani Group,22/07/2022,3213,Kolkata,85.0,Q2,224693
Reliance Industries,17/11/2023,4723,Bangalore,111.0,Q3,320713
Satya Papers,24/02/2023,2520,Mumbai,53.0,Q2,153622
Infosys,19/11/2021,4003,Chennai,90.0,Q2,237321
Tata Group,08/10/2021,1010,Bangalore,44.0,Q1,126227
Reliance Industries,13/08/2021,2855,Bangalore,96.0,Q1,275276
Satya Papers,27/05/2022,2484,Mumbai,56.0,Q1,160443
Satya Papers,02/12/2022,3631,Kolkata,90.0,Q1,238835
Adani Group,05/08/2022,2700,Kolkata,74.0,Q1,194168
Infosys,27/08/2021,3500,Kolkata,67.0,Q1,176794
Satya Papers,31/12/2021,4395,Mumbai,106.0,Q3,304740
Tata Group,30/07/2021,3055,Kolkata,83.0,Q2,219932
Reliance Industries,08/09/2023,1770,Chennai,56.0,Q2,148843
Tata Group,24/02/2023,3888,Bangalore,86.0,Q2,246475
Infosys,17/12/2021,3626,Mumbai,91.0,Q1,262616
Reliance Industries,16/09/2022,4322,Kolkata,83.0,Q1,219518
Tata Group,22/04/2022,1015,Kolkata,40.0,Q1,106797
Infosys,17/02/2023,4229,Bangalore,74.0,Q2,213466
Reliance Industries,28/01/2022,3515,Delhi,98.0,Q1,280802
Infosys,15/12/2023,1301,Chennai,70.0,Q1,185874
Satya Papers,28/04/2023,1424,Delhi,70.0,Q2,201294
Satya Papers,01/07/2022,3969,Delhi,95.0,Q1,273247
Infosys,28/05/2021,1751,Delhi,67.0,Q1,193974
Tata Group,15/09/2023,2597,Bangalore,69.0,Q1,200086
Reliance Industries,04/03/2022,1207,Mumbai,57.0,Q2,163672
Infosys,01/12/2023,4006,Delhi,106.0,Q3,306234
Satya Papers,29/10/2021,1070,Kolkata,38.0,Q1,101071
Infosys,20/05/2022,2036,Mumbai,57.0,Q2,165525
Reliance Industries,10/06/2022,2381,Mumbai,82.0,Q2,235147
Satya Papers,11/06/2021,3518,Mumbai,73.0,Q1,209644
Adani Group,30/12/2022,2574,Chennai,81.0,Q1,213994
Tata Group,17/11/2023,2529,Delhi,56.0,Q1,162012
Adani Group,30/09/2022,2394,Delhi,58.0,Q2,167860
Adani Group,05/08/2022,3711,Chennai,81.0,Q2,213020
Tata Group,03/12/2021,3762,Bangalore,47.0,Q1,134989
Satya Papers,15/01/2021,4003,Bangalore,91.0,Q2,260934
Tata Group,07/07/2023,4978,Mumbai,96.0,Q1,276491
Reliance Industries,03/06/2022,1359,Kolkata,89.0,Q1,233706
Reliance Industries,27/08/2021,4182,Chennai,134.0,Q3,353957
Satya Papers,14/07/2023,4778,Delhi,66.0,Q2,189357
Adani Group,07/10/2022,4939,Delhi,97.0,Q2,280767
Reliance Industries,15/04/2022,3405,Bangalore,74.0,Q2,212555
Infosys,24/03/2023,1637,Bangalore,32.0,Q1,92306
Adani Group,02/04/2021,3574,Chennai,87.0,Q2,229070
Reliance Industries,16/07/2021,1725,Chennai,53.0,Q2,138838
Satya Papers,17/12/2021,1344,Bangalore,48.0,Q1,137122
Adani Group,09/09/2022,1772,Delhi,44.0,Q1,126208
Infosys,05/05/2023,3454,Delhi,73.0,Q2,209002
Satya Papers,11/03/2022,3843,Kolkata,120.0,Q3,315905
Satya Papers,11/11/2022,3789,Mumbai,77.0,Q1,221612
Tata Group,05/08/2022,3455,Mumbai,59.0,Q1,168830
Reliance Industries,29/09/2023,4606,Kolkata,129.0,Q3,340217
Adani Group,26/03/2021,1473,Mumbai,47.0,Q1,135356
Adani Group,29/01/2021,4178,Chennai,116.0,Q3,305943
Reliance Industries,15/09/2023,4589,Bangalore,101.0,Q3,291740
Adani Group,04/11/2022,2185,Mumbai,65.0,Q2,187890
Tata Group,25/03/2022,3951,Delhi,107.0,Q3,308185
Infosys,24/11/2023,2942,Bangalore,98.0,Q2,281492
Infosys,23/06/2023,1230,Chennai,47.0,Q1,123786
Infosys,30/06/2023,3330,Mumbai,74.0,Q1,213769
Infosys,05/05/2023,1071,Delhi,65.0,Q1,186747
Adani Group,05/05/2023,3607,Bangalore,105.0,Q3,303577
Infosys,03/06/2022,3824,Delhi,97.0,Q2,278760
Reliance Industries,18/06/2021,2679,Mumbai,24.0,Q1,69244
Tata Group,27/05/2022,2228,Kolkata,61.0,Q2,160483
Reliance Industries,06/01/2023,2143,Chennai,76.0,Q2,200682
Satya Papers,15/10/2021,2249,Kolkata,61.0,Q1,160427
Tata Group,19/11/2021,1149,Kolkata,56.0,Q2,147197
Adani Group,11/08/2023,1673,Chennai,96.0,Q1,252656
Satya Papers,20/01/2023,1972,Kolkata,51.0,Q1,133879
Tata Group,29/04/2022,2047,Chennai,40.0,Q1,104934
Adani Group,14/07/2023,4286,Kolkata,56.0,Q2,148108
Adani Group,13/08/2021,2883,Kolkata,72.0,Q1,188890
Satya Papers,23/09/2022,4056,Delhi,111.0,Q3,320604
Infosys,01/10/2021,4967,Bangalore,132.0,Q3,379865
Tata Group,30/04/2021,2151,Mumbai,56.0,Q2,160921
Reliance Industries,10/11/2023,2875,Delhi,65.0,Q2,186901
Reliance Industries,01/12/2023,2002,Bangalore,94.0,Q2,271215
Infosys,29/04/2022,2491,Mumbai,87.0,Q1,250807
Satya Papers,31/12/2021,2822,Delhi,37.0,Q1,106068
Infosys,01/01/2021,4014,Kolkata,105.0,Q3,277272
Adani Group,15/09/2023,2258,Mumbai,53.0,Q1,152179
Tata Group,20/10/2023,3310,Chennai,77.0,Q1,202149
Reliance Industries,11/11/2022,1929,Kolkata,64.0,Q2,167794
Infosys,08/04/2022,3459,Mumbai,82.0,Q1,236935
Reliance Industries,05/11/2021,2837,Delhi,59.0,Q2,171007
Adani Group,15/10/2021,2187,Mumbai,92.0,Q2,264964
Adani Group,01/07/2022,2872,Chennai,82.0,Q2,215378
Satya Papers,22/09/2023,2549,Mumbai,119.0,Q3,342736
Satya Papers,03/06/2022,2864,Kolkata,52.0,Q1,137566
Satya Papers,17/06/2022,4305,Delhi,49.0,Q1,139694
Tata Group,17/09/2021,3934,Chennai,90.0,Q1,236295
Satya Papers,12/11/2021,4391,Delhi,85.0,Q1,245980
Infosys,07/01/2022,3128,Chennai,65.0,Q1,171977
Satya Papers,03/06/2022,4611,Delhi,125.0,Q3,360171
Reliance Industries,09/07/2021,4178,Kolkata,76.0,Q1,201860
Reliance Industries,01/10/2021,2619,Mumbai,55.0,Q2,159345
Tata Group,13/10/2023,4923,Chennai,93.0,Q2,245106
Satya Papers,04/03/2022,3955,Chennai,115.0,Q3,304772
Tata Group,18/11/2022,4489,Bangalore,92.0,Q2,264007
Satya Papers,25/02/2022,2925,Kolkata,45.0,Q1,118764
Adani Group,23/09/2022,3829,Bangalore,62.0,Q1,179277
Reliance Industries,23/09/2022,4615,Chennai,92.0,Q2,242573
Infosys,29/10/2021,2791,Mumbai,85.0,Q2,244962
Satya Papers,10/02/2023,3566,Delhi,112.0,Q3,322719
Tata Group,18/11/2022,2673,Mumbai,102.0,Q3,294003
Tata Group,13/10/2023,1237,Kolkata,56.0,Q2,147093
Infosys,30/07/2021,3503,Bangalore,84.0,Q1,241459
Reliance Industries,24/06/2022,2296,Chennai,62.0,Q1,162727
Adani Group,24/03/2023,1570,Mumbai,55.0,Q1,159661
Infosys,28/05/2021,4147,Bangalore,115.0,Q3,331548
Tata Group,04/02/2022,2860,Bangalore,71.0,Q2,204010
Adani Group,05/08/2022,4820,Kolkata,96.0,Q1,253918
Tata Group,17/11/2023,2135,Mumbai,58.0,Q1,166708
Infosys,26/05/2023,1879,Kolkata,71.0,Q1,186216
Infosys,12/03/2021,4720,Delhi,115.0,Q3,330568
Tata Group,06/10/2023,3288,Chennai,74.0,Q2,195102
Satya Papers,19/08/2022,4227,Delhi,142.0,Q3,408309
Adani Group,28/10/2022,3137,Mumbai,66.0,Q2,189670
Adani Group,05/05/2023,4416,Delhi,139.0,Q3,399161
Tata Group,22/09/2023,1077,Chennai,54.0,Q2,143008
Adani Group,29/01/2021,4247,Bangalore,64.0,Q1,184934
Satya Papers,12/02/2021,2137,Delhi,79.0,Q2,226932
Infosys,19/05/2023,3158,Mumbai,100.0,Q3,289297
Tata Group,07/04/2023,2992,Chennai,62.0,Q2,164440
Infosys,01/10/2021,3160,Kolkata,83.0,Q2,219217
Adani Group,15/12/2023,2094,Delhi,65.0,Q1,188303
Satya Papers,24/06/2022,1780,Kolkata,83.0,Q1,218755
Adani Group,03/03/2023,1360,Bangalore,82.0,Q2,236176
Tata Group,19/03/2021,2186,Chennai,33.0,Q1,85833
Tata Group,01/09/2023,2198,Mumbai,67.0,Q1,192410
Infosys,27/05/2022,3636,Delhi,119.0,Q3,343813
Satya Papers,29/01/2021,3055,Delhi,51.0,Q2,147297
Tata Group,28/07/2023,1236,Kolkata,69.0,Q2,182664
Reliance Industries,02/07/2021,1361,Chennai,80.0,Q2,211719
Reliance Industries,01/04/2022,3719,Mumbai,73.0,Q2,211179
Adani Group,29/04/2022,1955,Chennai,86.0,Q1,226006
Satya Papers,26/11/2021,1720,Bangalore,84.0,Q1,241702
Adani Group,04/03/2022,1952,Delhi,48.0,Q1,138988
Adani Group,06/10/2023,2065,Delhi,75.0,Q2,217257
Adani Group,03/06/2022,2438,Mumbai,36.0,Q1,103207
Tata Group,31/12/2021,1780,Bangalore,76.0,Q1,220309
Adani Group,22/12/2023,2310,Delhi,53.0,Q2,153947
Infosys,17/11/2023,1852,Bangalore,77.0,Q2,221888
Reliance Industries,22/09/2023,4367,Delhi,90.0,Q2,260102
Infosys,03/11/2023,1790,Kolkata,67.0,Q1,176026
Tata Group,04/03/2022,2638,Mumbai,97.0,Q1,279891
Adani Group,04/08/2023,1562,Delhi,58.0,Q2,165914
Tata Group,19/02/2021,2471,Bangalore,35.0,Q1,99526
Reliance Industries,16/06/2023,1706,Kolkata,34.0,Q1,88537
Reliance Industries,20/01/2023,3536,Chennai,89.0,Q1,235926
Satya Papers,03/09/2021,3352,Kolkata,110.0,Q3,290551
Adani Group,27/08/2021,1757,Delhi,106.0,Q3,304362
Reliance Industries,13/10/2023,3991,Delhi,89.0,Q1,256952
Infosys,17/12/2021,3436,Mumbai,105.0,Q3,303349
Tata Group,01/01/2021,2544,Delhi,94.0,Q1,270947
Tata Group,19/05/2023,2172,Delhi,51.0,Q1,148279
Adani Group,26/03/2021,3083,Mumbai,108.0,Q3,311703
Infosys,29/09/2023,2503,Delhi,95.0,Q2,273587
Infosys,27/05/2022,4761,Delhi,87.0,Q2,251418
Tata Group,09/07/2021,2773,Kolkata,105.0,Q3,277687
Adani Group,12/02/2021,2148,Mumbai,64.0,Q1,185636
Adani Group,10/09/2021,3684,Kolkata,93.0,Q2,244938
Infosys,01/10/2021,1820,Mumbai,65.0,Q1,185910
Infosys,15/01/2021,3424,Mumbai,91.0,Q1,262587
Infosys,05/08/2022,3499,Delhi,65.0,Q1,187086
Infosys,17/06/2022,3635,Bangalore,68.0,Q1,195623
Infosys,12/02/2021,4685,Kolkata,128.0,Q3,336769
Reliance Industries,14/05/2021,1755,Chennai,77.0,Q2,202472
Satya Papers,14/07/2023,2217,Bangalore,65.0,Q1,188452
Reliance Industries,26/05/2023,1476,Chennai,49.0,Q1,129317
Adani Group,20/08/2021,1935,Bangalore,61.0,Q2,175273
Adani Group,18/11/2022,2387,Bangalore,44.0,Q1,127891
Infosys,06/05/2022,2992,Mumbai,48.0,Q1,137862
Adani Group,25/06/2021,3639,Kolkata,87.0,Q1,228470
Infosys,24/02/2023,2085,Kolkata,22.0,Q1,57893
Adani Group,27/01/2023,4600,Mumbai,84.0,Q2,241265
Satya Papers,07/01/2022,1480,Bangalore,92.0,Q1,265485
Tata Group,28/10/2022,1090,Delhi,79.0,Q1,228665
Tata Group,09/04/2021,2521,Delhi,91.0,Q2,262267
Tata Group,04/08/2023,2624,Bangalore,115.0,Q3,332082
Infosys,02/07/2021,1772,Chennai,86.0,Q2,227000
Infosys,23/07/2021,4834,Mumbai,90.0,Q2,259335
Reliance Industries,15/07/2022,4593,Kolkata,119.0,Q3,313891
Tata Group,23/12/2022,1647,Mumbai,43.0,Q1,125079
Tata Group,14/01/2022,4396,Delhi,87.0,Q1,249448
Tata Group,21/07/2023,3691,Chennai,104.0,Q3,273610
Tata Group,12/11/2021,3491,Delhi,135.0,Q3,389620
Reliance Industries,05/08/2022,4081,Chennai,107.0,Q3,282680
Adani Group,10/11/2023,2189,Kolkata,72.0,Q2,189986
Tata Group,15/10/2021,1456,Chennai,55.0,Q1,146039
Reliance Industries,02/06/2023,1063,Chennai,54.0,Q1,143448
Reliance Industries,04/02/2022,3302,Chennai,113.0,Q3,297639
Satya Papers,25/06/2021,2165,Bangalore,97.0,Q1,280583
Satya Papers,29/04/2022,2052,Chennai,73.0,Q1,192473
Adani Group,02/07/2021,4695,Chennai,116.0,Q3,306787
Adani Group,09/09/2022,2842,Kolkata,81.0,Q1,215034
Reliance Industries,06/01/2023,4636,Mumbai,82.0,Q2,237194
Satya Papers,07/01/2022,1307,Bangalore,80.0,Q2,230603
Satya Papers,15/10/2021,4946,Mumbai,102.0,Q3,294998
