,company,area,location,waste_generated,quality_grade
7856,Satya Papers,-0.9268050205045358,1,0.75,0
3339,Infosys,0.4719771343357773,0,0.09375,2
416,Infosys,-0.20106872126258232,1,0.75,0
5693,Adani Group,-0.37604076053187524,0,-0.9375,2
5447,Tata Group,-0.23387597862557474,3,0.34375,1
7515,Tata Group,0.19858332297750714,4,0.53125,2
1012,Tata Group,0.5723872250528147,4,0.1875,2
894,Reliance Industries,-0.14887535727600348,2,-1.40625,2
1158,Tata Group,-0.5132347458680253,2,0.15625,1
3619,Adani Group,0.1463899589909283,4,-0.71875,2
4433,Adani Group,0.7200198831862806,1,1.34375,0
5014,Reliance Industries,0.23884677519572511,1,-0.40625,1
1231,Satya Papers,0.39542686715546166,4,1.96875,0
3378,Tata Group,-0.3646079284205294,0,-1.59375,2
7977,Tata Group,-0.2791102274139431,1,0.25,1
2745,Infosys,0.5823288181931154,3,1.0,0
1336,Satya Papers,-0.5838200571641605,4,-0.3125,1
9799,Adani Group,0.03454703616254505,3,-0.90625,2
8841,Reliance Industries,0.4163042127500932,1,2.125,0
8782,Tata Group,0.6956629799925438,1,1.3125,0
6914,Satya Papers,0.3019758916366348,2,-1.0,2
7096,Infosys,0.3263327948303716,2,0.65625,0
5828,Tata Group,0.7657512116316639,3,0.96875,0
7863,Reliance Industries,0.6320367838946191,2,0.53125,2
3889,Tata Group,-0.8378277618988443,2,0.125,2
3396,Tata Group,-0.9183546663352802,0,-0.46875,1
8587,Reliance Industries,-0.1841680129240711,4,-0.03125,2
6289,Reliance Industries,0.42624580589039396,4,0.28125,1
4621,Reliance Industries,-0.31937367963216107,0,-1.46875,2
1936,Tata Group,0.3472101404250031,2,0.53125,2
6679,Adani Group,-0.3263327948303716,2,-0.4375,1
3283,Satya Papers,-0.7234994407853859,2,-0.40625,2
4613,Reliance Industries,0.34373058282589786,3,0.0625,2
5742,Reliance Industries,-0.2617124394184168,1,-0.71875,1
3270,Tata Group,0.6340251025226793,0,0.625,1
7834,Adani Group,-0.3238473965452964,3,-0.75,2
7403,Satya Papers,-0.9402261712439418,2,-1.09375,2
1966,Adani Group,0.5415682863178825,3,1.21875,0
3684,Satya Papers,0.27463651050080773,3,-1.0,2
8180,Adani Group,0.5530011184292283,4,0.34375,2
7211,Reliance Industries,0.8636759040636262,4,0.125,2
4833,Adani Group,-0.8780912141170623,4,-0.875,1
5872,Satya Papers,-0.5291412948925065,1,1.21875,0
9389,Adani Group,0.6230893500683484,0,-0.46875,2
8040,Reliance Industries,-0.32484155585932645,3,-0.6875,1
2219,Adani Group,0.4600472225674164,2,0.75,0
7406,Adani Group,0.5027960730707096,4,0.25,2
4465,Reliance Industries,-0.33577730831365726,4,-1.0625,2
8714,Satya Papers,0.7418913880949423,2,0.625,0
7717,Adani Group,-0.508263949297875,2,-0.40625,1
9297,Satya Papers,0.03454703616254505,4,0.09375,2
6704,Reliance Industries,-0.04896234621598111,1,-1.0625,2
2244,Infosys,-0.19560084503541691,0,0.375,2
3041,Tata Group,-0.8293774077295887,4,-0.96875,2
2737,Adani Group,-0.7732074064868896,2,-0.40625,2
531,Adani Group,0.8244066111594383,4,0.59375,2
498,Reliance Industries,0.7896110351683857,0,0.4375,2
9627,Infosys,0.726481918727476,3,1.25,0
3106,Adani Group,0.7185286442152355,2,0.5625,2
6464,Infosys,-0.9183546663352802,0,-0.6875,1
5744,Tata Group,0.6673294395426868,3,1.125,0
7978,Tata Group,-0.21647819063004847,1,-0.84375,1
279,Infosys,0.29302845781036413,1,0.96875,0
251,Tata Group,0.11706225922704114,1,-0.25,2
2438,Satya Papers,-0.45507642599726605,3,-1.34375,1
7127,Reliance Industries,0.9059276749099043,4,1.3125,0
747,Tata Group,-0.6822418292531378,4,-1.15625,2
2847,Reliance Industries,-0.28954890021125884,0,-0.59375,1
1017,Reliance Industries,0.37206412327575494,2,0.21875,2
5483,Adani Group,0.7732074064868896,0,0.09375,2
2368,Infosys,-0.6484404125761153,4,-0.40625,2
352,Infosys,-0.018640487138063874,0,-1.375,2
1177,Tata Group,0.563936870883559,3,0.5,2
9393,Satya Papers,0.009195973654778178,3,0.90625,0
613,Reliance Industries,-0.6603703243444762,0,-0.6875,2
9,Reliance Industries,0.4063626196097925,1,-0.59375,2
91,Infosys,-0.6867155461662732,2,-0.90625,1
6820,Infosys,0.23139058034049956,0,0.5,2
4010,Infosys,0.19510376537840188,0,-0.25,1
918,Infosys,0.875605815831987,1,0.875,0
225,Reliance Industries,0.23636137691064993,3,0.1875,1
4260,Reliance Industries,0.34373058282589786,2,0.125,1
8372,Tata Group,0.6380017397787996,2,1.15625,0
1394,Adani Group,0.8596992668075059,0,-0.28125,1
7356,Adani Group,-0.8104883807630173,2,-1.28125,2
7670,Tata Group,-0.8875357276003479,1,-0.3125,1
7575,Reliance Industries,0.03404995650553001,3,0.0625,1
9989,Infosys,-0.10513234745868025,3,-0.0625,2
7248,Satya Papers,0.3218590779172362,1,1.15625,1
204,Reliance Industries,-0.7150490866161302,4,-0.4375,1
3247,Tata Group,0.6563936870883559,3,-0.25,2
6308,Reliance Industries,-0.7906051944824158,0,-0.5,1
4575,Infosys,-0.49384863924443895,2,-1.0,0
248,Infosys,-0.5027960730707096,3,0.875,0
9871,Satya Papers,0.575369702994905,1,-0.375,2
6791,Infosys,-0.7006337765626942,0,0.65625,0
9816,Reliance Industries,0.32881819311544674,4,-1.75,2
769,Infosys,-0.11457686094196595,1,0.59375,1
3300,Adani Group,-0.5743755436808748,2,-0.40625,1
9670,Infosys,-0.5430595252889275,2,-0.09375,2
165,Reliance Industries,0.9273021001615509,3,-0.65625,1
5682,Satya Papers,-0.1478811979619734,2,0.96875,0
8924,Adani Group,-0.0718280104386728,1,-0.125,1
8830,Tata Group,-0.8234124518454082,2,-0.125,0
3152,Satya Papers,0.5167143034671307,2,1.3125,0
9525,Reliance Industries,-0.4163042127500932,1,-0.03125,1
2406,Reliance Industries,0.07829004597986827,0,0.46875,2
456,Reliance Industries,0.25027960730707094,0,0.53125,2
361,Adani Group,0.4053684602957624,2,-0.0625,0
1976,Adani Group,0.002733938113582702,3,0.4375,2
9054,Satya Papers,0.3631166894494843,1,0.25,1
7937,Adani Group,0.941717410214987,3,0.96875,0
4684,Reliance Industries,0.4451348328569653,1,0.46875,2
1585,Reliance Industries,-0.17422641978377035,2,-0.40625,1
8583,Reliance Industries,0.7413943084379272,1,-0.71875,0
3690,Reliance Industries,0.15086367590406363,3,0.46875,1
2233,Adani Group,0.8119796197340624,0,-0.0625,1
3316,Satya Papers,-0.21448987200198832,2,0.4375,1
1430,Infosys,0.008201814340748105,2,0.3125,1
7226,Reliance Industries,-0.3820057164160557,2,-0.46875,1
2705,Infosys,0.2994904933515596,2,0.75,0
410,Tata Group,0.20703367714676277,4,0.53125,2
4117,Reliance Industries,-0.5435566049459426,0,-0.84375,2
1861,Infosys,-0.7155461662731453,3,-0.125,1
7267,Adani Group,-0.8035292655648067,4,-1.4375,2
831,Tata Group,0.36957872499067973,4,-1.1875,2
7262,Adani Group,0.45905306325338635,3,0.4375,2
5327,Infosys,0.1682614638995899,1,-0.1875,1
2077,Tata Group,-0.9297874984466261,3,-1.25,2
1089,Infosys,-0.441158195600845,1,0.09375,1
9899,Satya Papers,0.8671554616627315,4,-0.84375,2
132,Tata Group,0.196595004349447,2,0.96875,0
9655,Infosys,0.7533242202062881,3,1.28125,0
6011,Satya Papers,-0.17720889772586057,4,-0.0625,2
8238,Infosys,-0.3581458928793339,2,0.96875,0
8113,Infosys,0.09817323226046974,2,-0.1875,2
6481,Reliance Industries,0.3392568659127625,4,0.40625,2
7911,Reliance Industries,0.17422641978377035,1,0.34375,1
5167,Adani Group,0.2835839443270784,2,0.46875,2
158,Infosys,-0.20504535851870262,4,-0.875,2
1225,Adani Group,-0.5853112961352057,0,-0.0625,2
9557,Adani Group,0.6553995277743259,2,0.625,0
6494,Infosys,-0.15235491487510874,0,-0.625,1
6349,Infosys,0.318876599975146,2,0.8125,0
796,Reliance Industries,0.7125636883310551,0,-0.1875,1
4822,Infosys,0.6966571393065739,4,0.40625,2
7372,Reliance Industries,-0.7886168758543557,1,-0.875,2
6338,Tata Group,0.5783521809369951,0,1.34375,0
392,Satya Papers,0.8040263452218218,0,0.15625,0
2245,Reliance Industries,-0.27463651050080773,3,0.84375,0
3288,Tata Group,-0.9566297999254381,3,-1.65625,2
3370,Reliance Industries,-0.6787622716540326,3,0.78125,0
5067,Adani Group,0.037529514104635266,1,0.53125,1
9510,Infosys,0.8139679383621226,1,0.875,0
2418,Adani Group,-0.33229775071455203,4,0.8125,0
5052,Adani Group,-0.6375046601217845,0,-0.90625,1
2728,Tata Group,-0.26220951907543183,0,-1.28125,2
2679,Adani Group,0.5694047471107245,4,1.09375,0
9392,Adani Group,0.726481918727476,2,0.25,1
7024,Satya Papers,0.3501926183670933,2,0.21875,2
7718,Tata Group,0.7573008574624084,2,-0.21875,1
38,Tata Group,-0.8497576736672051,4,0.34375,0
3782,Tata Group,0.15931403007331926,4,-1.8125,2
4112,Adani Group,0.3820057164160557,3,-0.6875,1
1351,Satya Papers,-0.7637628930036038,4,-1.1875,2
6405,Infosys,-0.4978252765005592,1,-0.65625,1
5274,Satya Papers,-0.2522679259351311,4,-0.75,2
8218,Infosys,-0.6633528022865665,1,0.03125,1
3157,Reliance Industries,0.860693426121536,2,0.28125,2
1680,Reliance Industries,-0.970050950664844,0,-1.46875,2
7624,Tata Group,-0.468000497079657,0,0.03125,2
2608,Adani Group,0.5863054554492357,4,0.34375,1
7092,Infosys,0.9914253759164906,3,1.71875,1
8151,Adani Group,0.5341120914626569,1,0.40625,1
9848,Adani Group,0.5579719149993787,2,-0.03125,2
8428,Adani Group,-0.8964831614266187,2,-2.40625,0
6346,Tata Group,0.724990679756431,3,-0.65625,1
9838,Reliance Industries,0.37106996396172487,0,0.21875,1
1541,Infosys,0.2830868646700634,1,0.15625,1
6720,Adani Group,0.04548278861687585,1,-0.1875,1
4536,Reliance Industries,-0.807505902820927,4,-0.34375,1
382,Adani Group,-0.9660743134087237,3,-1.53125,2
9804,Reliance Industries,0.35218093699515346,2,1.28125,0
1890,Adani Group,-0.12650677271032684,0,-0.53125,1
4291,Reliance Industries,0.45756182428234127,3,0.09375,1
7745,Reliance Industries,0.210016155088853,4,0.71875,0
6814,Reliance Industries,-0.5172113831241456,4,-1.46875,2
11,Adani Group,0.6151360755561078,2,0.21875,1
7274,Satya Papers,-0.8785882937740773,2,0.59375,2
6495,Infosys,-0.21200447371691314,4,0.375,1
1822,Infosys,0.4640238598235367,3,0.90625,0
6457,Reliance Industries,-0.49981359512861934,3,-0.21875,1
9452,Adani Group,-0.603703243444762,3,-0.75,1
4443,Reliance Industries,-0.8318628060146639,2,0.71875,0
8828,Infosys,0.7707220082018144,3,0.78125,0
34,Reliance Industries,-0.7244936000994159,1,-1.25,2
9822,Adani Group,-0.051944824158071334,3,0.53125,1
9161,Reliance Industries,-0.20405119920467255,2,0.875,0
9947,Tata Group,0.059401019013296884,4,0.28125,2
6581,Infosys,-0.21349571268795825,0,-0.96875,2
5763,Infosys,-0.2552504038772213,0,0.03125,2
3302,Reliance Industries,-0.4172983720641233,2,-0.21875,1
3901,Infosys,0.6002236858456568,1,0.0625,2
2736,Infosys,0.04896234621598111,4,-0.25,1
9338,Satya Papers,0.6365105008077544,1,0.875,0
4061,Infosys,0.48241580713309307,4,0.40625,2
4216,Reliance Industries,-0.3551634149372437,3,-0.3125,0
3991,Tata Group,-0.9074189138809494,2,-0.65625,1
7677,Infosys,0.002733938113582702,3,-0.15625,1
341,Infosys,0.40785385858083756,0,0.875,0
1096,Satya Papers,0.7826519199701752,2,0.59375,1
3354,Satya Papers,0.0623834969553871,4,-0.53125,2
152,Tata Group,0.4724742139927923,3,-0.34375,1
8829,Reliance Industries,0.44314651422890516,0,0.6875,0
4111,Tata Group,0.002733938113582702,4,1.71875,0
6272,Reliance Industries,-0.0961849136324096,0,-0.46875,1
6244,Tata Group,-0.6688206785137318,3,-1.125,2
3820,Infosys,0.8567167888654157,0,-0.3125,1
7974,Adani Group,-0.7110724493600099,0,-0.1875,1
1956,Tata Group,0.6141419162420778,2,0.40625,2
3035,Tata Group,0.480924568162048,0,0.40625,2
5468,Adani Group,0.4416552752578601,2,-0.34375,2
3464,Reliance Industries,-0.9128867901081148,2,-0.625,1
327,Infosys,0.2139927923449733,0,0.03125,2
9355,Adani Group,0.2522679259351311,0,0.25,1
264,Infosys,-0.2617124394184168,1,-0.9375,1
7487,Satya Papers,0.6474462532620853,0,0.4375,1
6215,Tata Group,0.373058282589785,0,0.34375,1
8277,Adani Group,-0.4108363365229278,3,-0.53125,2
9174,Reliance Industries,0.4888778426742886,3,1.46875,0
7912,Infosys,0.8234124518454082,0,0.09375,2
62,Satya Papers,-0.47893624953398783,4,0.625,1
1532,Reliance Industries,-0.6961600596495588,4,-0.4375,1
1071,Adani Group,0.22443146514228904,2,0.03125,0
7954,Infosys,0.11159438299987573,1,0.46875,1
8203,Adani Group,0.3820057164160557,4,1.3125,0
7459,Tata Group,-0.16925562321361998,1,-1.03125,2
9584,Infosys,-0.7001366969056791,3,-0.71875,2
3623,Adani Group,-0.7677395302597241,0,-0.6875,2
3681,Satya Papers,0.6022120044737169,1,1.15625,0
1137,Infosys,-0.5485274015160929,2,0.59375,2
370,Satya Papers,-0.2075307568037778,1,-1.125,2
2455,Reliance Industries,0.8532372312663105,0,-0.65625,1
9716,Satya Papers,0.9471852864421524,4,1.28125,0
4196,Tata Group,0.8825649310301976,2,0.15625,1
7354,Infosys,-0.8964831614266187,0,-0.21875,1
7417,Adani Group,-0.14539579967689822,1,0.4375,1
5897,Tata Group,-0.5162172238101156,4,-0.53125,1
8651,Reliance Industries,-0.6499316515471605,3,0.15625,2
1165,Infosys,-0.16875854355660494,1,-0.34375,2
1857,Adani Group,-0.5967441282465515,4,-0.125,2
5234,Infosys,0.9526531626693178,2,0.34375,2
3147,Reliance Industries,-0.9213371442773705,1,-1.03125,2
3834,Reliance Industries,0.6683235988567168,0,1.03125,0
7617,Satya Papers,-0.051944824158071334,3,0.96875,0
5930,Tata Group,-0.18217969429601094,2,0.21875,2
9988,Tata Group,-0.8835590903442276,4,-0.71875,2
7442,Infosys,0.6056915620728222,4,0.65625,0
5859,Adani Group,-0.9258108611905058,0,-0.46875,2
1683,Satya Papers,-0.6454579346340251,0,-0.1875,1
1030,Infosys,-0.3700758046476948,2,-0.09375,1
7438,Reliance Industries,-0.8994656393687088,4,-0.0625,2
6119,Infosys,0.8358394432707842,1,1.0625,0
5223,Satya Papers,0.5276500559214614,4,0.09375,2
4353,Tata Group,0.04597986827389089,4,0.03125,1
6322,Satya Papers,-0.5067727103268299,0,-0.09375,1
9424,Reliance Industries,-0.047471107244936,1,-0.53125,1
8432,Reliance Industries,-0.22393438548527403,2,-0.34375,2
3239,Satya Papers,-0.15931403007331926,2,-0.75,1
3287,Adani Group,0.11209146265689077,2,0.84375,0
2782,Tata Group,0.25823288181931153,1,-0.34375,2
3352,Infosys,0.8159562569901827,2,0.375,1
4327,Satya Papers,-0.06039517832732695,4,0.5,1
8758,Satya Papers,-0.35566049459425875,3,-0.46875,2
7033,Satya Papers,0.5281471355784765,1,0.28125,1
5830,Satya Papers,-0.9665713930657388,4,-1.25,2
6563,Tata Group,0.441158195600845,3,-0.6875,1
3336,Satya Papers,-0.5311296135205666,4,-0.46875,1
1630,Reliance Industries,-0.861687585435566,4,-1.03125,2
9930,Tata Group,-0.024605443022244315,2,-0.6875,2
1875,Tata Group,0.6887038647943333,0,-0.15625,1
8045,Adani Group,-0.7707220082018144,2,-0.125,2
3112,Adani Group,-0.2870635019261837,3,0.875,0
6050,Infosys,0.8815707717161675,0,0.4375,2
2227,Reliance Industries,0.33975394556977756,2,0.5,2
7906,Reliance Industries,-0.9009568783397539,4,-1.5,2
8161,Tata Group,0.6534112091462657,4,0.46875,1
867,Reliance Industries,-0.8308686467006338,0,-0.46875,1
4584,Satya Papers,-0.07232509009568783,2,0.8125,0
339,Satya Papers,0.5440536846029577,0,0.625,2
2094,Satya Papers,0.7135578476450851,1,0.90625,0
1709,Infosys,-0.5868025351062508,1,-0.125,1
3476,Reliance Industries,-0.7334410339256866,1,-1.4375,2
5286,Reliance Industries,0.2602212004473717,3,0.5625,0
487,Infosys,-0.005219336398657885,1,0.5625,1
8784,Adani Group,0.0325587175344849,3,0.0,1
5452,Tata Group,-0.6683235988567168,4,-1.15625,2
1333,Adani Group,0.3541692556232136,2,1.15625,0
1505,Adani Group,0.18466509258108613,0,0.96875,0
5618,Satya Papers,0.06834845283956754,4,-0.875,2
5705,Reliance Industries,-0.7443767863800174,3,0.09375,1
6233,Infosys,-0.046476947930905926,2,0.40625,2
9765,Reliance Industries,-0.49832235615757425,2,-0.34375,2
343,Satya Papers,0.8254007704734684,2,0.5625,1
3512,Satya Papers,0.0380265937616503,0,-0.375,1
2313,Infosys,-0.766248291288679,3,-0.4375,1
1973,Adani Group,-0.27165403255871756,4,-1.15625,2
68,Infosys,0.5843171368211756,0,1.46875,0
7480,Satya Papers,-0.5952528892755063,0,-0.375,2
4002,Tata Group,-0.7886168758543557,3,-1.5625,2
2427,Satya Papers,0.4650180191375668,3,0.28125,2
8677,Satya Papers,-0.5187026220951908,0,-0.96875,2
1358,Tata Group,-0.08226668323598857,2,-0.28125,2
8417,Reliance Industries,0.8979744003976637,4,0.5625,2
6764,Tata Group,0.7046104138188145,0,0.40625,1
9633,Satya Papers,-0.2865664222691686,0,-1.03125,2
8239,Satya Papers,0.7065987324468747,2,-0.28125,1
8348,Adani Group,0.02858208027836461,1,-0.21875,1
2866,Infosys,0.4655150987945818,0,0.96875,0
1874,Tata Group,0.8234124518454082,2,1.0625,0
9678,Infosys,-0.7384118304958369,1,-1.59375,2
1756,Infosys,0.33577730831365726,1,-0.78125,2
5581,Tata Group,-0.8030321859077917,0,-0.875,1
7804,Adani Group,-0.2860693426121536,3,0.375,2
3252,Satya Papers,-0.710575369702995,3,0.03125,2
4267,Reliance Industries,-0.032061637877469865,3,0.5625,1
4648,Adani Group,0.030570398906424753,2,0.5,2
9882,Infosys,-0.4242574872623338,2,0.28125,1
4486,Tata Group,-0.2617124394184168,2,-0.25,2
1448,Satya Papers,-0.05790978004225177,2,0.03125,2
2149,Infosys,-0.8239095315024233,3,-0.03125,2
8074,Satya Papers,0.15086367590406363,2,-0.65625,2
8878,Satya Papers,0.34820429973903316,0,-0.625,2
9611,Adani Group,-0.27612774947185287,3,-0.96875,0
3790,Infosys,0.06934261215359762,0,1.75,2
1123,Satya Papers,-0.84727227538213,0,-0.78125,1
262,Satya Papers,0.3785261588169504,3,1.15625,0
9340,Adani Group,-0.15931403007331926,4,0.5,1
4604,Reliance Industries,-0.6186156331552132,1,-0.09375,1
3781,Tata Group,-0.5226792593513111,4,-1.3125,2
2896,Adani Group,-0.5385858083757922,3,0.875,0
1872,Infosys,-0.4973281968435442,3,0.34375,2
2468,Infosys,-0.3342860693426122,1,0.75,0
7271,Reliance Industries,-0.053933142786131476,2,-0.5,1
563,Tata Group,0.9924195352305207,0,0.09375,2
1924,Satya Papers,-0.468000497079657,4,-0.75,2
9096,Satya Papers,-0.6976512986206039,1,0.65625,0
1912,Infosys,-0.9566297999254381,0,-0.65625,2
2826,Infosys,-0.06983969181061266,4,-0.0625,2
5086,Adani Group,-0.41829253137815336,2,0.15625,2
1801,Infosys,-0.32036783894619114,2,-0.15625,1
6379,Reliance Industries,0.8761028954890021,1,1.28125,0
2440,Satya Papers,-0.6822418292531378,1,-0.21875,1
4626,Infosys,0.9223313035914005,2,0.1875,1
2484,Infosys,-0.1235242947682366,2,-1.71875,2
8703,Adani Group,-0.5132347458680253,3,0.46875,2
7920,Tata Group,-0.6370075804647695,1,-0.90625,2
6355,Tata Group,-0.9282962594755809,1,-0.125,1
1348,Tata Group,-0.8457810364110849,0,-0.71875,2
8298,Infosys,0.21846650925810862,4,0.25,0
8502,Reliance Industries,-0.7125636883310551,0,-0.15625,2
8404,Reliance Industries,0.8592021871504909,3,0.65625,0
2397,Tata Group,0.8810736920591524,1,0.90625,0
2286,Reliance Industries,-0.8457810364110849,4,-1.03125,2
3902,Reliance Industries,0.3069466882067851,0,-0.21875,2
9503,Reliance Industries,0.3546663352802287,2,-0.25,0
5250,Satya Papers,0.06039517832732695,1,-0.15625,1
6077,Satya Papers,-0.9193488256493103,4,-1.4375,2
2196,Reliance Industries,0.617124394184168,3,0.59375,1
3059,Adani Group,-0.8492605940101902,4,-1.5,2
5473,Satya Papers,0.32881819311544674,0,-0.09375,2
6521,Satya Papers,0.21448987200198832,0,-0.3125,1
9144,Satya Papers,0.8895240462284081,3,-0.34375,0
7493,Satya Papers,-0.8219212128743631,0,-0.25,2
7942,Infosys,0.4297253634894992,3,0.96875,0
706,Adani Group,-0.6191127128122281,0,0.25,2
4843,Reliance Industries,-0.04697402758792096,4,0.84375,0
3859,Adani Group,-0.6370075804647695,1,-0.15625,2
3877,Reliance Industries,0.6086740400149124,2,0.3125,2
2396,Adani Group,-0.9650801540946937,3,-1.28125,2
8498,Tata Group,-0.30495836957872496,0,0.75,0
6054,Reliance Industries,-0.914875108736175,2,-1.28125,1
3317,Satya Papers,-0.8651671430346713,3,0.09375,1
2770,Tata Group,0.17720889772586057,1,-0.34375,1
3772,Reliance Industries,-0.942711569529017,1,-0.28125,2
8359,Adani Group,0.15732571144525911,1,0.125,1
9399,Tata Group,-0.3815086367590406,1,-1.0625,2
2068,Adani Group,0.41033925686591277,1,0.71875,0
2084,Tata Group,0.10364110848763515,0,0.75,0
3128,Adani Group,-0.030073319249409716,3,-0.03125,2
5589,Adani Group,-0.7503417422641978,2,-1.34375,2
1529,Tata Group,-0.4849012054181683,2,-0.3125,1
2774,Adani Group,-0.23139058034049956,3,-1.25,2
4832,Reliance Industries,0.7160432459301603,2,-0.78125,2
9900,Reliance Industries,0.12302721511122157,2,-0.0625,1
8325,Infosys,-0.6673294395426868,3,-0.625,2
6124,Infosys,-0.4187896110351684,2,0.71875,0
8489,Satya Papers,-0.09171119671927426,4,-0.59375,2
990,Tata Group,0.37902323847396546,4,-0.375,2
2725,Reliance Industries,-0.20802783646079284,2,1.0625,0
1565,Infosys,0.47794209021995776,3,-0.75,2
8644,Infosys,-0.521685100037281,2,0.15625,1
515,Reliance Industries,-0.0733192494097179,4,-0.21875,2
3463,Tata Group,-0.4247545669193488,4,-0.0625,0
9376,Tata Group,0.00024853982850751833,2,0.09375,2
7188,Infosys,0.23437305828258978,4,0.21875,1
3115,Tata Group,0.24033801416677023,2,-0.09375,2
7099,Satya Papers,-0.47843916987697277,1,-0.25,1
5822,Tata Group,-0.49533987821548403,2,-1.0,2
8991,Adani Group,0.33726854728470235,2,-0.34375,2
9059,Satya Papers,-0.5559835963713186,1,-0.71875,2
6477,Reliance Industries,-0.8900211258854231,0,0.53125,2
5159,Adani Group,0.16577606561451472,3,0.875,0
6789,Infosys,0.5793463402510253,4,0.1875,2
4103,Reliance Industries,0.03852367341866534,2,-0.0625,1
2173,Tata Group,0.2860693426121536,2,-0.03125,2
698,Reliance Industries,0.8035292655648067,3,1.84375,0
74,Reliance Industries,-0.01615508885298869,0,-0.5,0
2390,Tata Group,-0.5679135081396793,2,0.0625,1
6421,Infosys,-0.2711569529017025,4,-0.84375,1
2708,Tata Group,0.21896358891512366,1,0.84375,0
6065,Adani Group,0.8348452839567541,4,0.625,2
3030,Satya Papers,-0.7190257238722505,3,-1.0625,0
1443,Tata Group,-0.20007456194855225,1,0.78125,0
3275,Satya Papers,-0.9451969678140922,2,0.03125,1
2016,Infosys,0.6325338635516341,2,-0.5,2
131,Reliance Industries,0.7339381135827017,2,-0.0625,1
9651,Satya Papers,-0.8413073194979496,4,-0.78125,0
1380,Adani Group,0.42624580589039396,0,0.03125,2
585,Infosys,-0.2358642972536349,2,-1.09375,2
7743,Reliance Industries,0.8949919224555735,4,0.6875,0
2513,Reliance Industries,0.33577730831365726,2,0.75,0
2302,Tata Group,-0.19510376537840188,0,-0.15625,1
5520,Reliance Industries,0.20852491611780788,3,-0.75,2
8121,Tata Group,0.5877966944202808,1,0.59375,2
648,Satya Papers,-0.5838200571641605,0,-0.09375,1
6771,Reliance Industries,-0.5107493475829502,1,0.0,1
3105,Infosys,-0.8840561700012427,3,-1.40625,2
3493,Infosys,0.753821299863303,3,0.46875,2
5008,Infosys,0.34025102522679257,1,0.65625,0
6608,Adani Group,0.33279483037156704,2,-0.1875,1
4024,Tata Group,-0.3218590779172362,3,-0.84375,1
7699,Infosys,-0.04548278861687585,1,0.65625,0
3659,Tata Group,-0.5748726233378899,0,-1.15625,2
2861,Tata Group,-0.3889648316142662,1,-0.59375,1
4659,Infosys,-0.6345221821796942,0,-0.78125,2
2419,Adani Group,0.8686467006337766,0,-0.875,1
863,Infosys,-0.6872126258232882,3,0.375,1
603,Satya Papers,-0.3387597862557475,1,-0.65625,1
3098,Adani Group,0.39244438921337144,2,0.09375,2
5306,Reliance Industries,0.5917733316764011,1,1.6875,0
3611,Satya Papers,-0.24033801416677023,1,-0.3125,2
3581,Satya Papers,0.02212004473716913,1,-0.5,1
9005,Infosys,-0.042997390331800674,2,-0.34375,2
3542,Infosys,0.039517832732695414,0,0.0,1
63,Tata Group,-0.7026220951907544,4,0.03125,2
3161,Reliance Industries,-0.3173853610041009,4,0.125,1
3183,Infosys,-0.6320367838946191,1,-0.375,2
4457,Satya Papers,0.04597986827389089,2,0.71875,0
3741,Infosys,0.01665216851000373,3,-0.34375,1
9160,Infosys,0.4043743009817323,1,-0.875,1
9271,Satya Papers,0.1439045607058531,2,0.375,1
2211,Infosys,-0.6066857213868523,0,-0.71875,1
8403,Infosys,0.9879458183173854,0,1.125,0
8942,Tata Group,0.8040263452218218,2,-0.0625,2
7769,Infosys,-0.4799304088480179,2,-0.125,2
6231,Tata Group,-0.17273518081272524,2,-1.1875,2
669,Satya Papers,0.5361004100907171,1,0.0625,1
2727,Tata Group,-0.1125885423139058,4,0.125,2
3915,Tata Group,0.8592021871504909,2,0.78125,0
1975,Adani Group,-0.7284702373555362,2,-0.59375,1
6727,Infosys,0.8532372312663105,1,0.6875,0
9429,Adani Group,-0.3303094320864919,1,0.03125,2
7701,Adani Group,-0.1463899589909283,0,0.34375,2
5183,Reliance Industries,0.35615757425127376,4,-0.09375,1
5734,Adani Group,0.8273890891015285,0,1.5,0
3237,Satya Papers,-0.08475208152106375,3,1.25,0
1477,Infosys,0.9516590033552876,0,0.90625,2
7293,Reliance Industries,-0.33229775071455203,2,-0.03125,2
7563,Satya Papers,0.037529514104635266,2,0.65625,0
1319,Infosys,-0.9804896234621598,0,-1.21875,2
8877,Adani Group,0.46153846153846156,4,0.625,0
1146,Satya Papers,-0.8447868770970548,0,-0.625,1
2381,Infosys,-0.7399030694668821,3,0.0625,1
8559,Adani Group,0.6683235988567168,1,0.03125,1
7757,Satya Papers,-0.6404871380638747,4,-0.40625,0
779,Reliance Industries,-0.13197464893749222,3,0.53125,2
6788,Infosys,0.7234994407853859,3,0.46875,2
9764,Infosys,-0.4297253634894992,0,0.53125,2
981,Infosys,0.11109730334286069,1,-0.21875,2
2793,Reliance Industries,0.1995774822915372,0,0.59375,1
3486,Adani Group,-0.6220951907543184,0,-0.90625,2
1657,Infosys,-0.5748726233378899,0,0.0,1
4249,Reliance Industries,-0.5907791723623711,4,-1.0,2
8963,Infosys,-0.8373306822418293,3,-0.40625,1
1383,Reliance Industries,0.19908040263452217,3,-0.78125,1
4330,Adani Group,-0.08773455946315398,3,0.25,1
6825,Reliance Industries,-0.7150490866161302,4,-0.6875,0
4679,Tata Group,0.834348204299739,2,2.0,0
